OSHPD_ID,FAC_NAME,FAC_OPER_CURRYR,LIC_STATUS,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,EMSA_TRAUMA_PEDS_CTR_DESIG,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,ED_ANESTH_AVAIL24HRS,ED_ANESTH_AVAIL_ON_CALL,ED_LAB_SVCS_AVAIL24HRS,ED_LAB_SVCS_AVAIL_ON_CALL,ED_OP_RM_AVAIL24HRS,ED_OP_RM_AVAIL_ON_CALL,ED_PHARM_AVAIL24HRS,ED_PHARM_AVAIL_ON_CALL,ED_PHYSN_AVAIL24HRS,ED_PHYSN_AVAIL_ON_CALL,ED_PSYCH_ER_AVAIL24HRS,ED_PSYCH_ER_AVAIL_ON_CALL,ED_RADIOL_SVCS_AVAIL24HRS,ED_RADIOL_SVCS_AVAIL_ON_CALL,EMS_VISITS_NON_URGENT_NOT_adm,EMS_VISITS_NON_URGENT_adm,EMS_VISITS_URGENT_NOT_adm,EMS_VISITS_URGENT_adm,EMS_VISITS_MODERATE_NOT_adm,EMS_VISITS_MODERATE_adm,EMS_VISITS_SEVERE_NOT_adm,EMS_VISITS_SEVERE_adm,EMS_VISITS_CRITICAL_NOT_adm,EMS_VISITS_CRITICAL_adm,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS,year,Responder_status,EMS_Minor_TOTL_VIS,EMS_lowmoderate_TOTL_VIS,EMS_Moderate_TOTL_VIS,EMS_SEV_WO_Threat_totl_vis,EMS_SEV_W_THREAT_TOTL_VIS,lvl_not_specified,emsa_county,EMSA_TRAUMA_CTR_DESIG,emsa1,emsa2,emsa3,emsa4,emsa0,EMSA_TRAUMA_PEDS_CTR_count,dhs_ed_lic_levl,all_ed,ed_none,basic,comprehensive,standby
106301342,ST. JUDE MEDICAL CENTER,Yes,Open,,NO,65,29,39,116f,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,1633,0,4474,2,43993,112,5667,2199,2449,7265,58216,9578,67794,36,0,300,Yes,18,45,32,27,14,14,3,8,7,15,2,82,267,2017,Responder,1633,4476,44105,7866,9714,0,,N/A,,,,,1,,Basic,Yes,,1,,
106301342,ST. JUDE MEDICAL CENTER,Yes,Open,,NO,65,29,39,116f,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,1512,3,4740,54,44040,7607,4782,2864,2009,1431,57083,11959,69042,36,0,202,Yes,42,35,18,11,7,16,10,5,18,6,13,11,192,2016,Responder,1515,4794,51647,7646,3440,0,,N/A,,,,,1,,Basic,Yes,,1,,
106301342,ST. JUDE MEDICAL CENTER,Yes,Open,,NO,65,29,39,116f,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,181,0,3228,26,41799,6637,16976,1331,1688,569,63872,8563,72435,36,0,193,Yes,42,35,18,11,7,17,10,5,18,6,13,11,193,2015,Responder,181,3254,48436,18307,2257,0,,N/A,,,,,1,,Basic,Yes,,1,,
106301342,ST. JUDE MEDICAL CENTER,Yes,Open,,NO,65,29,39,116f,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,1315,0,3919,0,37121,36,11935,5509,1327,1620,55617,7165,62782,36,0,515,Yes,0,0,0,0,5,6,1,14,8,0,0,5,39,2014,Responder,1315,3919,37157,17444,2947,0,,N/A,,,,,1,,Basic,Yes,,1,,
106301342,ST. JUDE MEDICAL CENTER,Yes,Open,,NO,65,29,39,116f,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,2390,395,5962,0,32524,0,12418,5355,2482,1910,55776,7660,63436,36,0,363,Yes,4,0,2,0,0,0,0,0,0,12,1,0,19,2013,Responder,2785,5962,32524,17773,4392,0,,N/A,,,,,1,,Basic,Yes,,1,,
106301357,FOOTHILL REGIONAL MEDICAL CENTER,Yes,Open,,NO,68,37,45,116h,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,Basic,,YES,YES,,,YES,,YES,YES,,,YES,YES,,328,37,624,63,756,123,418,177,441,996,2567,1396,3963,5,0,116,Yes,0,0,0,2,0,0,0,0,0,0,1,11,14,2017,Responder,365,687,879,595,1437,0,,N/A,,,,,1,,Basic,Yes,,1,,
106301357,FOOTHILL REGIONAL MEDICAL CENTER,Yes,Open,,NO,68,37,45,116h,,13 - Orange,Orange,General Acute Care,Investor - Corporation,Long-Term Care (SN/IC),0,0,0,,YES,YES,,,YES,,YES,YES,,,,,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106301357,FOOTHILL REGIONAL MEDICAL CENTER,Yes,Open,,NO,68,37,45,116h,,13 - Orange,Orange,General Acute Care,Investor - Corporation,Long-Term Care (SN/IC),0,0,0,,YES,YES,,,YES,,YES,YES,,,,,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106301357,NEWPORT SPECIALTY HOSPITAL,Yes,Open,,NO,68,37,45,116h,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,Long-Term Care (SN/IC),0,0,0,,,,,,,,,,YES,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106301357,NEWPORT SPECIALTY HOSPITAL,Yes,Open,,NO,68,37,45,116h,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,YES,,YES,,YES,,YES,,YES,,,,YES,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106301379,WEST ANAHEIM MEDICAL CENTER,Yes,Open,,NO,65,29,46,116c,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,YES,YES,,1061,0,183,0,4149,0,8282,5,11707,6018,25382,6023,31405,25,0,915,Yes,10,0,0,0,2,0,7,2,12,2,6,31,72,2017,Responder,1061,183,4149,8287,17725,0,,N/A,,,,,1,,Basic,Yes,,1,,
106301379,WEST ANAHEIM MEDICAL CENTER,Yes,Open,,NO,65,29,46,116c,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,,YES,,916,0,225,0,4009,0,8337,3,11128,5743,24615,5746,30361,25,0,1492,Yes,60,97,93,33,5,7,18,1,4,2,0,11,331,2016,Responder,916,225,4009,8340,16871,0,,N/A,,,,,1,,Basic,Yes,,1,,
106301379,WEST ANAHEIM MEDICAL CENTER,Yes,Open,,NO,65,29,46,116c,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,989,0,591,1,3587,5,7237,165,9785,5398,22189,5569,27758,24,0,2720,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,989,592,3592,7402,15183,0,,N/A,,,,,1,,Basic,Yes,,1,,
106301379,WEST ANAHEIM MEDICAL CENTER,Yes,Open,,NO,65,29,46,116c,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,2250,1,1525,0,4451,0,7543,5,10006,5670,25775,5676,31451,24,0,3313,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,2251,1525,4451,7548,15676,0,,N/A,,,,,1,,Basic,Yes,,1,,
106301379,WEST ANAHEIM MEDICAL CENTER,Yes,Open,,NO,65,29,46,116c,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,1844,1,1747,0,7628,3,9413,49,5220,5602,25852,5655,31507,23,0,1909,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,1845,1747,7631,9462,10822,0,,N/A,,,,,1,,Basic,Yes,,1,,
106301380,KINDRED HOSPITAL - WESTMINSTER,Yes,Open,,NO,72,34,47,116s,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106301380,KINDRED HOSPITAL - WESTMINSTER,Yes,Open,,NO,72,34,47,116s,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106301380,KINDRED HOSPITAL - WESTMINSTER,Yes,Open,,NO,72,34,47,116s,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106301380,KINDRED HOSPITAL WESTMINSTER,Yes,Open,,NO,72,34,47,116s,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106301380,KINDRED HOSPITAL WESTMINSTER,Yes,Open,,NO,72,34,47,116s,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,Yes,Open,Level II,NO,69,34,46,116h,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,1373,7,3039,4,5524,20,10059,46,1360,6306,21355,6383,27738,16,0,117,Yes,27,8,11,27,3,10,8,10,3,3,6,96,212,2017,Responder,1380,3043,5544,10105,7666,0,Orange,Level II,,1,,,,,Basic,Yes,,1,,
106301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,Yes,Open,Level II,NO,69,34,46,116h,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,1147,0,3031,0,5082,2,9791,23,2482,3716,21533,3741,25274,19,0,191,Yes,0,14,11,1,2,17,13,13,23,14,15,21,144,2016,Responder,1147,3031,5084,9814,6198,0,Orange,Level II,,1,,,,,Basic,Yes,,1,,
106301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,Yes,Open,Level II,NO,69,34,46,116h,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,,YES,,1131,5,3455,13,5333,111,8162,243,1277,5053,19358,5425,24783,20,0,427,Yes,191,58,63,51,11,18,7,13,26,6,15,10,469,2015,Responder,1136,3468,5444,8405,6330,0,Orange,Level II,,1,,,,,Basic,Yes,,1,,
106301566,WESTERN MEDICAL CENTER - SANTA ANA,Yes,Open,Level II,NO,69,34,46,116h,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,,YES,,946,4,9756,90,5773,726,1607,1497,339,1583,18421,3900,22321,20,6956,400,Yes,61,36,59,44,66,81,50,70,58,9,13,57,604,2014,Responder,950,9846,6499,3104,1922,0,Orange,Level II,,1,,,,,Basic,Yes,,1,,
106301566,WESTERN MEDICAL CENTER - SANTA ANA,Yes,Open,Level II,NO,69,34,46,116h,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,1148,3,6474,58,3115,697,1365,1415,1249,1674,13351,3847,17198,20,0,1006,Yes,23,21,20,19,13,76,41,30,18,24,43,36,364,2013,Responder,1151,6532,3812,2780,2923,0,Orange,Level II,,1,,,,,Basic,Yes,,1,,
106304039,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER - WARNER,No,Open,,NO,72,34,48,116j,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,2017,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304039,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER - WARNER,No,Open,,NO,72,34,48,116j,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,2016,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304039,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER - WARNER,No,Open,,NO,72,34,48,116j,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,2015,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304039,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - WARNER,No,Open,,NO,72,34,48,116j,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,2014,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304039,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - WARNER,No,Open,,NO,72,34,48,116j,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,2013,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304045,HOAG HOSPITAL IRVINE,Yes,Open,,NO,74,37,45,116o,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,1526,2,4547,9,14709,46,10590,109,2132,3607,33504,3773,37277,14,0,321,Yes,4,0,6,3,0,0,0,0,4,2,0,36,55,2017,Responder,1528,4556,14755,10699,5739,0,,N/A,,,,,1,,Basic,Yes,,1,,
106304045,HOAG HOSPITAL IRVINE,Yes,Open,,NO,74,37,45,116o,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,1415,4,5208,6,12794,34,11255,543,1058,2921,31730,3508,35238,14,0,0,Yes,7,24,0,4,2,2,0,0,0,2,0,8,49,2016,Responder,1419,5214,12828,11798,3979,0,,N/A,,,,,1,,Basic,Yes,,1,,
106304045,HOAG HOSPITAL IRVINE,Yes,Open,,NO,74,37,45,116o,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,805,2,8989,7,14719,98,4918,2237,616,1125,30047,3469,33516,14,0,0,Yes,167,45,65,64,47,34,33,40,31,61,10,14,611,2015,Responder,807,8996,14817,7155,1741,0,,N/A,,,,,1,,Basic,Yes,,1,,
106304045,HOAG HOSPITAL IRVINE,Yes,Open,,NO,74,37,45,116o,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,1018,0,9454,53,14503,2875,2539,1142,52,71,27566,4141,31707,14,0,0,Yes,14,2,5,14,7,0,13,16,6,6,8,20,111,2014,Responder,1018,9507,17378,3681,123,0,,N/A,,,,,1,,Basic,Yes,,1,,
106304045,HOAG HOSPITAL IRVINE,Yes,Open,,NO,74,37,45,116o,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,1050,1,8597,86,13681,3197,1762,995,18,38,25108,4317,29425,14,0,38,Yes,12,12,8,1,24,14,8,3,6,8,10,8,114,2013,Responder,1051,8683,16878,2757,56,0,,N/A,,,,,1,,Basic,Yes,,1,,
106304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,Yes,Open,,NO,68,37,45,116h,,13 - Orange,Orange,General Acute Care,Investor - Partnership,Physical Rehabilitation,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,Yes,Open,,NO,68,37,45,116h,,13 - Orange,Orange,General Acute Care,Investor - Partnership,Physical Rehabilitation,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,Yes,Open,,NO,68,37,45,116h,,13 - Orange,Orange,General Acute Care,Investor - Partnership,Physical Rehabilitation,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,Yes,Open,,NO,68,37,45,116h,,13 - Orange,Orange,General Acute Care,Investor - Partnership,Physical Rehabilitation,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,Yes,Open,,NO,68,37,45,116h,,13 - Orange,Orange,General Acute Care,Investor - Partnership,Physical Rehabilitation,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304113,CHILDRENS HOSPITAL AT MISSION,Yes,Open,,NO,73,36,45,115.2a,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,779,0,1059,0,11204,8,547,387,700,638,14289,1033,15322,45,930,548,Yes,75,35,65,31,25,7,24,5,6,23,24,123,443,2017,Responder,779,1059,11212,934,1338,0,,N/A,,,,,1,,Basic,Yes,,1,,
106304113,CHILDRENS HOSPITAL AT MISSION,Yes,Open,,NO,73,36,45,115.2a,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,909,0,1441,0,10096,6,566,698,515,416,13527,1120,14647,45,2350,591,Yes,48,22,38,36,15,42,39,11,24,8,39,36,358,2016,Responder,909,1441,10102,1264,931,0,,N/A,,,,,1,,Basic,Yes,,1,,
106304113,CHILDRENS HOSPITAL AT MISSION,Yes,Open,,NO,73,36,45,115.2a,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,789,7,1790,20,8628,93,343,662,451,307,12001,1089,13090,45,2578,649,Yes,182,115,39,30,37,11,10,35,32,43,9,59,602,2015,Responder,796,1810,8721,1005,758,0,,N/A,,,,,1,,Basic,Yes,,1,,
106304113,CHILDRENS HOSPITAL AT MISSION,Yes,Open,,NO,73,36,45,115.2a,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,,YES,,872,2,1955,5,8982,7,323,819,412,255,12544,1088,13632,33,872,533,Yes,87,12,52,38,37,121,64,75,38,56,36,57,673,2014,Responder,874,1960,8989,1142,667,0,,N/A,,,,,1,,Basic,Yes,,1,,
106304113,CHILDRENS HOSPITAL AT MISSION,Yes,Open,,NO,73,36,45,115.2a,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,935,0,2130,0,8904,6,1263,744,376,171,13608,921,14529,46,3065,178,Yes,76,44,68,5,33,22,27,35,21,14,9,31,385,2013,Responder,935,2130,8910,2007,547,0,,N/A,,,,,1,,Basic,Yes,,1,,
106304159,HEALTHBRIDGE CHILDRENS HOSPITAL-ORANGE,Yes,Open,,NO,68,37,46,116h,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,Pediatric,0,0,0,,,YES,,,,YES,,,YES,,,YES,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304159,HEALTHBRIDGE CHILDRENS HOSPITAL-ORANGE,Yes,Open,,NO,68,37,46,116h,,13 - Orange,Orange,General Acute Care,Investor - Partnership,Pediatric,0,0,0,,,,YES,,,,YES,,YES,,,,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304159,HEALTHBRIDGE CHILDRENS HOSPITAL-ORANGE,Yes,Open,,NO,68,37,46,116h,,13 - Orange,Orange,General Acute Care,Investor - Partnership,Pediatric,0,0,0,,,,YES,,,,,,YES,,,,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304159,HEALTHBRIDGE CHILDRENS HOSPITAL-ORANGE,Yes,Open,,NO,68,37,46,116h,,13 - Orange,Orange,General Acute Care,Investor - Partnership,Pediatric,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304159,HEALTHBRIDGE CHILDRENS HOSPITAL-ORANGE,Yes,Open,,NO,68,37,46,116h,,13 - Orange,Orange,General Acute Care,Investor - Partnership,Pediatric,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106304306,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - IRVINE,Yes,Open,,NO,74,37,45,116o,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,,YES,YES,,387,2,944,0,33310,1804,7952,1932,945,1441,43538,5179,48717,36,9337,9,Yes,1,0,11,9,4,22,2,34,1,10,13,122,229,2017,Responder,389,944,35114,9884,2386,0,,N/A,,,,,1,,Basic,Yes,,1,,
106304306,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - IRVINE,Yes,Open,,NO,74,37,45,116o,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,,YES,YES,,1184,129,705,0,30670,1801,7039,2018,597,1134,40195,5082,45277,36,0,99,Yes,32,0,0,0,0,0,0,0,0,0,0,4,36,2016,Responder,1313,705,32471,9057,1731,0,,N/A,,,,,1,,Basic,Yes,,1,,
106304306,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - IRVINE,Yes,Open,,NO,74,37,45,116o,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,,YES,YES,,425,5,1244,0,29949,2220,6077,2550,343,1105,38038,5880,43918,36,0,308,Yes,84,10,16,32,6,16,14,14,22,46,6,36,302,2015,Responder,430,1244,32169,8627,1448,0,,N/A,,,,,1,,Basic,Yes,,1,,
106304306,KAISER FND HOSP - ORANGE COUNTY - IRVINE,Yes,Open,,NO,74,37,45,116o,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,,YES,YES,,169,3,3035,2,26175,2188,4958,2671,186,680,34523,5544,40067,36,0,135,Yes,0,0,3,0,0,0,2,0,4,2,0,0,11,2014,Responder,172,3037,28363,7629,866,0,,N/A,,,,,1,,Basic,Yes,,1,,
